FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2012 ORDINANCE (AMOUNT $)
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,$399077
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,$13222078
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,$13558242
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,$3859901
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,12,CONTRACT WAGE-PR,$54945
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,20,OVERTIME,$40000
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,91,UNIFORM ALLOWANCE,$2500
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,160,REPAIR/MAINT PROPERTY,$70000
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,176,MAINTN & OPERTN-CY VEHL,$215000
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,340,MATERIAL AND SUPPLIES,$40893
Local,200,WATER FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,$800000
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,5,SALARIES AND WAGES - ON PAYROLL,$1990801
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,12,CONTRACT WAGE-PR,$23318
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,15,SCHEDULE SALARY ADJ,$2304
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,159,LEASE PURCHASE AGREEMNT,$4660
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,162,REPAIR/MAINT EQUIPMENT,$600
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,181,MOBILE COMM SERVICES,$20000
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,229,TRAN/EXP ALLOWANCE,$20000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,$2507429
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE-PR,$1197
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJ,$9729
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,20,OVERTIME,$3000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,39,STUDENT AS TRAINEES,$70000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,130,POSTAGE,$112000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,140,PROF & TECHNICAL SERVICES,$3279678
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,147,SURVEYS,$427000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,149,SOFTWARE MAINT/LICENSING,$2500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,150,PUBLICATN & REPRODT-OUT,$71900
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,161,MAINT FACILITIES,$45000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,$454590
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,$23000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,$22500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,181,MOBILE COMM SERVICES,$142460
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,189,TELEPHONE NON-CENTREX,$2600
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,190,TELEPHONE-CENTREX,$381000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,196,DATA CIRCUITS,$634000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,197,TELEPHONE-MAINTENANCE,$100000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,229,TRAN/EXP ALLOWANCE,$6000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,245,REIMBURSEMENT TRAVELERS,$21750
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,$320250
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MTL,$500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPL,$11000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,424,FURNITURE AND FURNISHINGS,$2000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,440,MACHINERY AND EQUIPMENT,$142000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,445,TECH AND SCIENTIFIC EQUIP,$29000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,931,TORT/NON-TORT JUDGMENT,$113760
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,5,SALARIES AND WAGES - ON PAYROLL,$3533880
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,15,SCHEDULE SALARY ADJ,$19564
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,20,OVERTIME,$31000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,39,STUDENT AS TRAINEES,$25000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,130,POSTAGE,$10000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,139,PROF SERV-IT DEVELOPMENT,$132000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,140,PROF & TECHNICAL SERVICES,$50000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,149,SOFTWARE MAINT/LICENSING,$414550
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,154,RENTAL-DATA HARDWARE EQ,$396737
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,162,REPAIR/MAINT EQUIPMENT,$98564
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,166,DUES  SUBSC & MEM,$5000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,168,EDUCATION DEVELOPMENT,$19805
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,169,TECHNICAL MEETING COSTS,$10000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,191,TELEPHONE-RELOCATIONS,$5000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,245,REIMBURSEMENT TRAVELERS,$4500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,312,SOFTWARE PURCHASES,$4700
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,348,BOOKS AND RELATED MTL,$1000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,350,STATIONERY AND OFFICE SUPPL,$18800
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,446,PURCHASE-DATA HARDWARE,$108839
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,931,TORT/NON-TORT JUDGMENT,$113760
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,9438,REIMBURSEMENT - DGS,$110000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2010,ADMINISTRATIVE SUPPORT,9458,REIMBURSEMENT - OEMC,$20000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,5,SALARIES AND WAGES - ON PAYROLL,$3991198
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,12,CONTRACT WAGE-PR,$28236
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,15,SCHEDULE SALARY ADJ,$8315
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,20,OVERTIME,$1000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,130,POSTAGE,$1455
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,140,PROF & TECHNICAL SERVICES,$1900000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,144,ENGINEERING AND ARCH,$1320000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,162,REPAIR/MAINT EQUIPMENT,$3000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,169,TECHNICAL MEETING COSTS,$11000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,181,MOBILE COMM SERVICES,$1200
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,229,TRAN/EXP ALLOWANCE,$83000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,245,REIMBURSEMENT TRAVELERS,$4000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,340,MATERIAL AND SUPPLIES,$35000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,345,APPARATUS AND INSTRUMENTS,$4000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,348,BOOKS AND RELATED MTL,$1500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,350,STATIONERY AND OFFICE SUPPL,$10000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,360,REPAIR PARTS AND MATERIAL,$2000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,401,TOOL <= $100 UNIT,$1000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,424,FURNITURE AND FURNISHINGS,$4000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,445,TECH AND SCIENTIFIC EQUIP,$5000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,450,VEHICLES,$35000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2015,ENGINEERING SERVICES,931,TORT/NON-TORT JUDGMENT,$113760
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,5,SALARIES AND WAGES - ON PAYROLL,$47017991
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,12,CONTRACT WAGE-PR,$186945
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,15,SCHEDULE SALARY ADJ,$80613
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,20,OVERTIME,$2860000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,26,SICK RELIEF,$5000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,125,OFF AND BUILDING SERV,$296000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,130,POSTAGE,$3900
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,140,PROF & TECHNICAL SERVICES,$120000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,148,TESTING AND INSPECTING,$163000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,157,RENTAL EQUIPMENT AND SERVICES,$118000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,160,REPAIR/MAINT PROPERTY,$1648000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,162,REPAIR/MAINT EQUIPMENT,$5596500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,169,TECHNICAL MEETING COSTS,$108800
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,176,MAINTN & OPERTN-CY VEHL,$6000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,186,PAGERS,$6000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,229,TRAN/EXP ALLOWANCE,$13000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,245,REIMBURSEMENT TRAVELERS,$7888
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,314,FUEL OIL,$350000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,340,MATERIAL AND SUPPLIES,$1655600
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,342,DRUGS MED AND CHEM MATL S,$15878310
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,345,APPARATUS AND INSTRUMENTS,$356000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,348,BOOKS AND RELATED MTL,$18000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,350,STATIONERY AND OFFICE SUPPL,$49500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,360,REPAIR PARTS AND MATERIAL,$1235000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,401,TOOL <= $100 UNIT,$21000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,410,EQUIPMENT FOR BUILDINGS,$200000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,424,FURNITURE AND FURNISHINGS,$38000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,440,MACHINERY AND EQUIPMENT,$550000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,445,TECH AND SCIENTIFIC EQUIP,$425000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,931,TORT/NON-TORT JUDGMENT,$113760
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,9457,REIMBURSEMENT - CPD,$1387076
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2020,WATER SUPPLY,9484,REIMBURSEMENT - CDOT,$100000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,5,SALARIES AND WAGES - ON PAYROLL,$48443835
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,12,CONTRACT WAGE-PR,$690087
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,15,SCHEDULE SALARY ADJ,$11880
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,20,OVERTIME,$1372440
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,130,POSTAGE,$1283
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,140,PROF & TECHNICAL SERVICES,$4432562
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,149,SOFTWARE MAINT/LICENSING,$84000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,157,RENTAL EQUIPMENT AND SERVICES,$1079066
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,160,REPAIR/MAINT PROPERTY,$509490
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,162,REPAIR/MAINT EQUIPMENT,$99395
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,169,TECHNICAL MEETING COSTS,$5075
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,181,MOBILE COMM SERVICES,$328600
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,185,WASTE DISPOSAL SERV,$2857000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,188,VEHICLE TRACKING SERVICE,$419648
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,229,TRAN/EXP ALLOWANCE,$66960
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,316,GAS-BOTTLED AND PROPANE,$253833
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,338,LICENSE STICKER TAG AND PLATES,$3000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,340,MATERIAL AND SUPPLIES,$1180578
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,345,APPARATUS AND INSTRUMENTS,$1500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,350,STATIONERY AND OFFICE SUPPL,$35400
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,360,REPAIR PARTS AND MATERIAL,$4659741
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,362,PAINT/PAINTING SUPPLIES,$30900
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,401,TOOL <= $100 UNIT,$4120
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,422,OFFICE MACHINES,$1200
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,423,COMMUNICATION DEVICES,$12360
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,424,FURNITURE AND FURNISHINGS,$14000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,440,MACHINERY AND EQUIPMENT,$590914
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,446,PURCHASE-DATA HARDWARE,$126000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,521,MAINTENANCE AND CONSTRU,$2860500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,931,TORT/NON-TORT JUDGMENT,$117420
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,9438,REIMBURSEMENT - DGS,$475440
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,9481,REIMBURSEMENT - DSS,$367919
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2025,OPERATIONS AND DISTRIBUTION,9484,REIMBURSEMENT - CDOT,$135000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,5,SALARIES AND WAGES - ON PAYROLL,$10402122
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,12,CONTRACT WAGE-PR,$96503
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,15,SCHEDULE SALARY ADJ,$13185
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,20,OVERTIME,$44000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,130,POSTAGE,$35500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,140,PROF & TECHNICAL SERVICES,$80000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,162,REPAIR/MAINT EQUIPMENT,$500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,181,MOBILE COMM SERVICES,$1000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,189,TELEPHONE NON-CENTREX,$1800
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,229,TRAN/EXP ALLOWANCE,$117500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,245,REIMBURSEMENT TRAVELERS,$2625
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,322,NATURAL GAS,$4000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,331,ELECTRICITY,$1500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,340,MATERIAL AND SUPPLIES,$62970
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,342,DRUGS MED AND CHEM MATL S,$2500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,350,STATIONERY AND OFFICE SUPPL,$64500
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,360,REPAIR PARTS AND MATERIAL,$100000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,401,TOOL <= $100 UNIT,$6000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2035,METER SERVICES,424,FURNITURE AND FURNISHINGS,$11250
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,$6179713
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,$12607451
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANC,$201775
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKER'S COMPENSATION,$9585000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLY INSURANCE CLAIM,$665972
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,CLAIMS MED CARE-ANN/DEP,$5794524
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,PREM DENTAL PLAN,$675447
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,70,TUITION REIMBURSEMENT,$40000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,121,INVESTIGATION COSTS FIN,$585000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,138,PROF SERV-IT MAINT,$838926
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,$975785
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,$482500
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,172,INSURANCE PREMIUMS,$900000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,196,DATA CIRCUITS,$172523
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON FIRST LIEN BONDS,$113000000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,905,MSD USER CHARGES,$5200000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,908,REDEMPTION WATER REV BD,$44100000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,$500000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,934,CLAIMS AGAINST THE CITY,$15000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,958,PAYMENT WATER PIPE EXT,$222000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,959,COST INCIDENTAL,$85000
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,$39979
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,$1695644
Local,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9165,OUTSOURCING-DATA CENTER,$273625
